TRank,H-Unnamed: 0,H-Name,H-Team,H-GP,H-BO,H-L/R,H-PA,H-AB,H-H,H-R,H-HR,H-RBI,H-BB,H-SB,H-CS,H-AVG,H-POS,H-R-Z,H-HR-Z,H-RBI-Z,H-SB-Z,H-AVG-Z,H-SUM-Z,H-SUM-Z-A,H-Adj-Val,H-ACV,H-Unnamed: 26,P-Unnamed: 0,P-Name,P-Team,P-L/R,P-POS,P-IP,P-GS,P-GP,P-HA,P-R,P-ER,P-HR,P-BB,P-K,P-W,P-L,P-S,P-HD,P-BS,P-ERA,P-WHIP,P-SB,P-CS,P-SBP,P-W-Z,P-K-Z,P-S-Z,P-ERA-Z,P-WHIP-Z,P-Z-SUM,P-Z-SUM-A,P-ACV,P-Unnamed: 32,ACV
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,Dedniel Nunez,NYN,RIGHT,RP,35.00000000000001,0,25,24,11,9,3,8,48,2,0,1,0,0,2.314,0.914,3,1,0.086,-1.772,-1.891,-0.413,0.462,0.474,-3.141,3.649,6.863247990429055,,6.863247990429055
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Bryan Hoeing,SDN| MIA,RIGHT,RP,53.66666666666666,2,34,43,15,13,4,14,43,2,3,0,0,0,2.18,1.062,7,2,0.13,-1.772,-1.999,-0.501,0.775,0.344,-3.153,3.637,6.840677703806652,,6.840677703806652
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,Dylan Floro,LAN| MIA| MIN| ARI| WAS,RIGHT,RP,68.66666666666669,0,66,65,31,29,5,17,48,6,4,0,0,0,3.801,1.194,9,1,0.131,-0.731,-1.891,-0.501,-0.044,0.003,-3.164,3.626,6.819988274402783,,6.819988274402783
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Merrill Kelly,ARI| TEX,RIGHT,SP,73.66666666666667,13,13,67,35,33,11,19,63,5,1,0,0,0,4.032,1.167,5,2,0.068,-0.991,-1.568,-0.501,-0.205,0.098,-3.167,3.623,6.814345702747183,,6.814345702747183
339,111,Jordan Westburg,BAL,107,5,RIGHT,447,416,110,57,18,63,22,6,3,0.264,3B| 2B,-0.837,-0.24,-0.323,-0.488,0.222,-1.665,2.56,4.225,6.809367425624607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.809367425624607
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,Collin Snider,SEA| KCA,RIGHT,RP,41.66666666666666,0,42,36,14,9,5,13,47,3,4,0,0,0,1.944,1.176,3,1,0.072,-1.511,-1.913,-0.501,0.693,0.038,-3.194,3.596,6.763562557846775,,6.763562557846775
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Kyle Harrison,BOS| SFN,LEFT,SP,124.33333333333334,24,24,125,65,63,18,42,118,7,7,0,0,0,4.56,1.343,18,6,0.145,-0.47,-0.382,-0.501,-0.958,-0.888,-3.199,3.591,6.754158271754108,,6.754158271754108
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,Elvis Peguero,CHA| MIL| ANA,RIGHT,RP,51.33333333333334,0,52,52,22,17,4,27,47,7,4,2,0,0,2.981,1.539,4,0,0.078,-0.47,-1.913,-0.326,0.359,-0.851,-3.201,3.589,6.75039655731704,,6.75039655731704
343,119,JJ Bleday,ATH| MIA| OAK,158,3,LEFT,642,572,139,74,20,60,67,2,3,0.243,CF,0.099,-0.016,-0.473,-0.829,-0.636,-1.856,2.532,4.388,6.734889969406838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.734889969406838
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,Beau Brieske,DET,RIGHT,SP| RP,67.66666666666666,12,46,55,31,27,5,30,69,4,5,1,0,0,3.591,1.256,5,3,0.074,-1.251,-1.438,-0.413,0.089,-0.199,-3.214,3.576,6.725945413476103,,6.725945413476103
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Jake Cousins,MIL| NYA,RIGHT,RP,38.00000000000001,0,37,20,14,10,5,20,53,2,1,1,0,0,2.368,1.053,6,0,0.158,-1.772,-1.784,-0.413,0.482,0.261,-3.226,3.564,6.7033751268537,,6.7033751268537
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,Paul Sewald,CLE| DET| NYN| SEA| ARI,RIGHT,RP,39.66666666666666,0,42,35,19,19,6,10,43,1,2,16,0,0,4.311,1.135,4,1,0.101,-2.032,-1.999,0.901,-0.214,0.116,-3.228,3.562,6.699613412416633,,6.699613412416633
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,Jacob Barnes,TOR| ANA| NYN| DET| NYA| SLN| WAS,RIGHT,RP,66.0,0,63,67,36,32,10,20,55,8,3,0,0,0,4.364,1.318,7,1,0.106,-0.21,-1.74,-0.501,-0.388,-0.392,-3.231,3.559,6.6939708407610325,,6.6939708407610325
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,Carmen Mlodzinski,PIT,RIGHT,SP| RP,50.66666666666667,4,40,41,22,19,3,19,46,5,5,0,0,0,3.375,1.184,6,0,0.118,-0.991,-1.934,-0.501,0.168,0.026,-3.232,3.558,6.692089983542498,,6.692089983542498
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,Manuel Rodriguez,TBA| CHN,RIGHT,RP,37.66666666666666,0,40,29,13,9,3,11,34,3,4,2,0,0,2.15,1.062,0,0,0.0,-1.511,-2.193,-0.326,0.554,0.242,-3.235,3.555,6.686447411886898,,6.686447411886898
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,Erik Miller,SFN,LEFT,SP| RP,67.33333333333333,10,73,50,33,29,7,38,87,4,5,0,0,0,3.876,1.307,8,3,0.119,-1.251,-1.05,-0.501,-0.09,-0.363,-3.256,3.5340000000000003,6.646949410297693,,6.646949410297693
351,120,George Springer,TOR| HOU,145,1,RIGHT,614,545,120,74,19,56,60,16,1,0.22,RF| DH,0.099,-0.128,-0.674,0.366,-1.563,-1.9,2.488,4.388,6.617853966778915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.617853966778915
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,Jalen Beeks,ARI| TBA| COL| PIT,LEFT,RP,70.00000000000001,0,71,77,42,35,6,27,55,7,4,10,0,0,4.5,1.486,4,0,0.057,-0.47,-1.74,0.375,-0.5,-0.981,-3.317,3.473,6.532217119967144,,6.532217119967144
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,Bryse Wilson,CHA| ATL| PIT| MIL,RIGHT,SP| RP,104.66666666666666,9,34,102,49,47,20,31,82,5,4,0,0,0,4.041,1.271,7,3,0.067,-0.991,-1.158,-0.501,-0.301,-0.382,-3.333,3.457,6.502123404470606,,6.502123404470606
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,Hogan Harris,ATH| OAK,LEFT,SP| RP,72.33333333333333,9,21,65,29,23,7,33,61,4,4,0,0,0,2.862,1.355,2,3,0.028,-1.251,-1.611,-0.501,0.586,-0.557,-3.335,3.455,6.49836169003354,,6.49836169003354
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,Tylor Megill,NYN,RIGHT,SP,78.00000000000001,15,16,70,39,35,8,32,91,4,5,0,0,0,4.038,1.308,5,2,0.064,-1.251,-0.964,-0.501,-0.222,-0.424,-3.362,3.428,6.447578545133132,,6.447578545133132
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,Jacob Webb,TEX| ATL| ANA| BAL,RIGHT,RP,56.66666666666666,0,60,40,23,19,4,27,58,2,5,2,0,0,3.018,1.182,4,2,0.071,-1.772,-1.676,-0.326,0.377,0.035,-3.362,3.428,6.447578545133132,,6.447578545133132
357,122,Christian Yelich,MIL,73,3,LEFT,315,270,85,44,11,42,40,21,1,0.315,LF| DH,-1.554,-1.022,-1.376,0.792,1.191,-1.969,2.419,4.388,6.434320235385126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.434320235385126
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,Hayden Wesneski,HOU| CHN,RIGHT,SP| RP,67.66666666666667,7,28,56,37,29,12,21,67,3,6,0,0,0,3.857,1.138,3,0,0.044,-1.511,-1.482,-0.501,-0.079,0.186,-3.387,3.403,6.400557114669793,,6.400557114669793
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,David Bednar,NYA| PIT| SDN,RIGHT,RP,57.66666666666665,0,62,54,40,37,9,28,58,3,8,23,0,0,5.775,1.422,14,0,0.243,-1.511,-1.676,1.514,-1.096,-0.631,-3.4,3.39,6.376105970828856,,6.376105970828856
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,Chris Martin,TEX| ATL| CHN| LAN| BOS,RIGHT,RP,44.333333333333336,0,45,47,22,17,5,3,50,3,1,2,0,0,3.451,1.128,6,2,0.135,-1.511,-1.848,-0.326,0.116,0.144,-3.426,3.364,6.3272036831469824,,6.3272036831469824
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,Austin Voth,WAS| BAL| SEA,RIGHT,RP,61.0,0,68,46,31,25,9,18,61,2,5,0,0,0,3.688,1.049,5,0,0.082,-1.772,-1.611,-0.501,0.025,0.429,-3.43,3.36,6.319680254272848,,6.319680254272848
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,Greg Weissert,BOS| NYA,RIGHT,RP,63.333333333333336,0,62,65,32,22,7,20,58,4,2,1,0,0,3.126,1.342,5,4,0.079,-1.251,-1.676,-0.413,0.357,-0.449,-3.433,3.357,6.314037682617248,,6.314037682617248
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Jorge Lopez,WAS| BAL| KCA| MIN| MIA| CHN| NYN,RIGHT,RP,52.99999999999999,0,52,46,19,17,6,19,50,2,3,4,0,0,2.887,1.226,6,1,0.113,-1.772,-1.848,-0.151,0.417,-0.08,-3.434,3.356,6.312156825398714,,6.312156825398714
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,Sean Guenther,DET| MIA,LEFT,RP,21.000000000000004,0,17,9,2,2,0,2,12,3,0,0,0,0,0.857,0.524,0,0,0.0,-1.511,-2.668,-0.501,0.562,0.679,-3.439,3.351,6.302752539306046,,6.302752539306046
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,Marcus Stroman,NYA| NYN| CHN,RIGHT,SP,154.66666666666666,29,30,167,81,74,19,60,113,10,9,1,0,0,4.306,1.468,25,5,0.162,0.31,-0.489,-0.413,-0.826,-2.033,-3.451,3.339,6.280182252683643,,6.280182252683643
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,Anthony Bender,MIA,RIGHT,RP,53.0,0,59,50,25,24,3,18,59,5,2,1,0,0,4.075,1.283,7,1,0.132,-0.991,-1.654,-0.413,-0.169,-0.225,-3.453,3.337,6.276420538246576,,6.276420538246576
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,Kyle Bradish,BAL,RIGHT,SP,39.333333333333336,8,8,27,12,12,2,15,53,2,0,0,0,0,2.746,1.068,0,0,0.0,-1.772,-1.784,-0.501,0.361,0.241,-3.454,3.336,6.274539681028043,,6.274539681028043
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,Tony Santillan,CIN,RIGHT,RP,30.000000000000004,1,29,21,11,10,4,9,46,3,3,0,0,0,3.0,1.0,0,0,0.0,-1.511,-1.934,-0.501,0.204,0.282,-3.461,3.329,6.261373680498308,,6.261373680498308
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,Mitch Spence,ATH| OAK,RIGHT,SP| RP,151.33333333333334,24,35,165,79,77,20,44,126,8,10,0,0,0,4.579,1.381,15,7,0.099,-0.21,-0.209,-0.501,-1.193,-1.357,-3.47,3.32,6.244445965531505,,6.244445965531505
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,J. T. Chargois,SEA| TBA| MIA,RIGHT,RP,36.33333333333333,0,36,24,9,9,6,13,30,3,1,0,0,0,2.229,1.018,3,0,0.083,-1.511,-2.28,-0.501,0.508,0.309,-3.475,3.315,6.2350416794388375,,6.2350416794388375
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,Danny Coulombe,MIN| TEX| BAL,LEFT,RP,29.666666666666664,0,33,15,7,7,3,5,32,1,0,1,0,0,2.124,0.674,0,0,0.0,-2.032,-2.236,-0.413,0.444,0.745,-3.493,3.297,6.201186249505233,,6.201186249505233
372,115,Isaac Paredes,HOU| DET| TBA| CHN,153,4,RIGHT,641,542,129,64,19,80,76,1,1,0.238,3B,-0.452,-0.128,0.53,-0.915,-0.811,-1.775,2.331,4.106,6.200248230129281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.200248230129281
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,Taylor Rogers,CHN| CIN| MIN| MIL| SDN| SFN,LEFT,RP,60.0,0,64,53,22,16,7,22,64,1,4,0,0,0,2.4,1.25,4,1,0.067,-2.032,-1.546,-0.501,0.743,-0.159,-3.495,3.295,6.197424535068166,,6.197424535068166
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,Frankie Montas,NYN| OAK| NYA| CIN| MIL,RIGHT,SP,150.66666666666666,30,30,140,89,81,24,66,148,7,11,0,0,0,4.838,1.367,17,7,0.113,-0.47,0.266,-0.501,-1.551,-1.251,-3.508,3.282,6.172973391227229,,6.172973391227229
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,Anthony Banda,LAN| TBA| NYN| PIT| NYA| TOR| WAS,LEFT,RP,49.66666666666666,2,48,44,19,17,5,18,50,3,2,2,0,0,3.08,1.248,5,2,0.101,-1.511,-1.848,-0.326,0.301,-0.128,-3.512,3.278,6.165449962353095,,6.165449962353095
376,177,Dylan Moore,SEA| TEX,130,9,RIGHT,441,368,74,50,10,42,53,30,5,0.201,SS| 3B| 2B| LF,-1.223,-1.134,-1.376,1.561,-1.596,-3.768,2.3120000000000003,6.08,6.149709956267224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.149709956267224
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,Sean Hjelle,SFN,RIGHT,RP,80.66666666666666,0,58,84,37,35,10,14,75,3,4,0,0,0,3.905,1.215,4,0,0.05,-1.511,-1.309,-0.501,-0.13,-0.077,-3.529,3.261,6.133475389638024,,6.133475389638024
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,Ben Joyce,ANA,RIGHT,RP,34.66666666666667,1,31,26,8,8,1,14,33,2,0,4,0,0,2.077,1.154,0,1,0.0,-1.772,-2.215,-0.151,0.534,0.069,-3.535,3.255,6.122190246326822,,6.122190246326822
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,Jose Ruiz,ATL| PHI| CHA| ARI,RIGHT,RP,50.99999999999999,0,52,51,23,21,8,17,52,5,1,1,0,0,3.706,1.333,1,0,0.02,-0.991,-1.805,-0.413,0.012,-0.34,-3.537,3.253,6.118428531889755,,6.118428531889755
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,Hoby Milner,TEX| ANA| MIL,LEFT,RP,64.66666666666667,1,61,63,38,34,6,14,64,5,1,1,0,0,4.732,1.191,3,1,0.046,-0.991,-1.546,-0.413,-0.602,0.013,-3.539,3.251,6.114666817452688,,6.114666817452688
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Grant Holmes,ATL,RIGHT,SP| RP,68.33333333333333,7,26,66,27,27,7,15,70,2,1,0,0,0,3.556,1.185,7,0,0.102,-1.772,-1.417,-0.501,0.112,0.032,-3.546,3.244,6.101500816922953,,6.101500816922953
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,Jose Urena,ANA| LAN| MIN| NYN| TOR| MIA| DET| COL| MIL| CHA| TEX,RIGHT,SP| RP,109.00000000000004,9,33,105,51,46,13,39,70,5,8,1,0,0,3.798,1.321,10,2,0.092,-0.991,-1.417,-0.413,-0.067,-0.663,-3.551,3.239,6.092096530830284,,6.092096530830284
383,117,Ryan McMahon,COL| NYA,153,3,LEFT,645,567,137,68,20,65,69,4,6,0.242,3B,-0.231,-0.016,-0.222,-0.659,-0.691,-1.819,2.287,4.106,6.083212227501358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.083212227501358
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,Calvin Faucher,MIA| TBA,RIGHT,RP,53.66666666666666,0,53,49,25,19,0,26,63,2,3,6,0,0,3.186,1.397,5,0,0.093,-1.772,-1.568,0.025,0.272,-0.524,-3.566,3.224,6.063883672552281,,6.063883672552281
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,Alex Faedo,DET,RIGHT,SP| RP,57.33333333333332,6,37,49,24,23,9,28,55,5,3,0,0,0,3.611,1.343,1,4,0.017,-0.991,-1.74,-0.501,0.065,-0.409,-3.577,3.213,6.043194243148411,,6.043194243148411
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,Robert Garcia,TEX| MIA| WAS,LEFT,RP,59.66666666666667,0,72,55,34,28,4,16,75,3,6,0,0,0,4.223,1.19,4,1,0.067,-1.511,-1.309,-0.501,-0.273,0.015,-3.58,3.21,6.03755167149281,,6.03755167149281
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,Mark Leiter,NYA| CHN,RIGHT,RP,57.99999999999999,0,60,55,34,29,8,22,86,4,5,0,0,0,4.5,1.328,6,0,0.103,-1.251,-1.072,-0.501,-0.414,-0.371,-3.609,3.181,5.983006812155337,,5.983006812155337
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,Victor Vodnik,COL,RIGHT,RP,73.66666666666666,0,64,72,37,35,7,37,65,5,4,9,0,0,4.276,1.48,3,0,0.041,-0.991,-1.525,0.288,-0.373,-1.011,-3.612,3.178,5.977364240499736,,5.977364240499736
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,James Paxton,NYA| SEA| BOS| LAN,LEFT,SP,100.33333333333331,21,21,95,53,49,12,50,73,9,3,0,0,0,4.395,1.445,6,3,0.06,0.05,-1.352,-0.501,-0.619,-1.21,-3.632,3.158,5.939747096129064,,5.939747096129064
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,Joey Estes,ATH| OAK,RIGHT,SP,127.66666666666669,24,25,130,73,71,23,27,92,7,9,0,0,0,5.005,1.23,4,1,0.031,-0.47,-0.942,-0.501,-1.512,-0.214,-3.64,3.15,5.924700238380796,,5.924700238380796
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,Cooper Criswell,BOS| ANA| TBA,RIGHT,SP| RP,99.33333333333331,18,26,103,52,45,10,31,73,6,5,0,0,0,4.077,1.349,2,1,0.02,-0.731,-1.352,-0.501,-0.319,-0.737,-3.64,3.15,5.924700238380796,,5.924700238380796
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,John King,SLN| TEX,LEFT,RP,59.99999999999999,0,56,58,23,19,5,14,38,3,3,0,0,0,2.85,1.2,11,0,0.183,-1.511,-2.107,-0.501,0.492,-0.014,-3.642,3.148,5.920938523943729,,5.920938523943729
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,Jesus Tinoco,MIA| COL| TEX| CHN,RIGHT,RP,40.66666666666666,0,32,27,15,15,3,12,42,1,0,3,0,0,3.32,0.959,4,0,0.098,-2.032,-2.021,-0.238,0.156,0.463,-3.672,3.118,5.864512807387721,,5.864512807387721
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,Sam Long,KCA| SFN| OAK,LEFT,RP,42.66666666666666,0,43,34,17,15,5,17,44,3,3,1,0,0,3.164,1.195,0,0,0.0,-1.511,-1.978,-0.413,0.225,-0.001,-3.678,3.112,5.85322766407652,,5.85322766407652
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,Daniel Lynch,KCA,LEFT,SP| RP,43.33333333333333,3,16,29,17,16,6,14,39,2,0,1,0,0,3.323,0.992,3,1,0.069,-1.772,-2.085,-0.413,0.165,0.423,-3.682,3.108,5.845704235202385,,5.845704235202385
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,Brent Suter,CIN| MIL| COL,LEFT,SP| RP,65.66666666666667,3,47,63,25,23,10,12,50,1,0,2,0,0,3.152,1.142,3,0,0.046,-2.032,-1.848,-0.326,0.354,0.167,-3.685,3.105,5.840061663546784,,5.840061663546784
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,Ben Brown,CHN,RIGHT,SP| RP,55.33333333333334,8,15,41,22,22,5,19,64,1,3,0,0,0,3.578,1.084,5,0,0.09,-2.032,-1.546,-0.501,0.079,0.295,-3.705,3.085,5.802444519176112,,5.802444519176112
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,Michael McGreevy,SLN,RIGHT,SP,23.0,3,4,16,5,5,1,2,18,3,0,0,0,0,1.956,0.783,0,0,0.0,-1.511,-2.538,-0.501,0.38,0.457,-3.714,3.076,5.78551680420931,,5.78551680420931
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,Matt Boyd,CHN| DET| SEA| CLE,LEFT,SP,39.66666666666666,8,8,32,16,12,4,13,46,2,2,0,0,0,2.723,1.135,4,0,0.101,-1.772,-1.934,-0.501,0.372,0.116,-3.719,3.071,5.776112518116642,,5.776112518116642
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,Andrew Chafin,ANA| WAS| ARI| CHN| OAK| DET| MIL| TEX,LEFT,RP,56.33333333333333,0,62,52,26,22,5,31,70,4,3,1,0,0,3.515,1.473,6,1,0.107,-1.251,-1.417,-0.413,0.114,-0.756,-3.724,3.066,5.766708232023974,,5.766708232023974
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,Colin Holderman,PIT| NYN,RIGHT,RP,51.33333333333333,0,55,42,23,18,6,25,56,3,6,0,0,0,3.156,1.305,9,3,0.175,-1.511,-1.719,-0.501,0.275,-0.273,-3.729,3.061,5.757303945931306,,5.757303945931306
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,Aaron Bummer,ATL| CHA,LEFT,RP,55.33333333333333,0,56,61,24,22,2,18,69,4,3,0,0,0,3.578,1.428,13,5,0.235,-1.251,-1.438,-0.501,0.079,-0.621,-3.732,3.058,5.751661374275705,,5.751661374275705
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,Miles Mikolas,SLN,RIGHT,SP,171.66666666666663,32,32,194,106,102,26,25,122,10,11,0,0,0,5.348,1.276,8,2,0.047,0.31,-0.295,-0.501,-2.58,-0.668,-3.734,3.056,5.747899659838638,,5.747899659838638
404,197,Keibert Ruiz,WAS| LAN,126,6,SWITCH,485,459,105,46,13,57,16,3,1,0.229,CC,-1.443,-0.798,-0.624,-0.744,-1.014,-4.623,2.159,6.782,5.742743856220128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.742743856220128
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,Fernando Cruz,NYA| CIN,RIGHT,SP| RP,66.66666666666669,3,69,54,36,36,9,35,109,3,8,0,0,0,4.86,1.335,11,1,0.165,-1.511,-0.576,-0.501,-0.7,-0.45,-3.738,3.052,5.740376230964504,,5.740376230964504
406,104,Michael Busch,CHN| LAN,149,2,LEFT,567,496,123,73,21,65,63,2,1,0.248,1B,0.044,0.096,-0.222,-0.829,-0.362,-1.274,2.156,3.43,5.734764128768224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.734764128768224
407,78,Joc Pederson,TEX| LAN| ATL| CHN| SFN| ARI,132,3,LEFT,449,367,101,62,23,64,55,7,4,0.275,DH,-0.562,0.319,-0.273,-0.403,0.501,-0.417,2.1555000000000004,2.5725,5.733434174192908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.733434174192908
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,Hans Crouse,PHI| ANA,RIGHT,RP,25.33333333333333,0,25,14,10,8,2,17,34,4,3,0,0,0,2.842,1.224,4,1,0.158,-1.251,-2.193,-0.501,0.21,-0.035,-3.771,3.019,5.678307942752896,,5.678307942752896
409,126,Michael Harris,ATL,110,1,LEFT,470,440,116,58,16,48,23,10,6,0.264,CF,-0.782,-0.463,-1.075,-0.146,0.209,-2.258,2.13,4.388,5.665606490851724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.665606490851724
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,John Schreiber,KCA| DET| BOS,RIGHT,RP,51.66666666666667,0,59,48,23,21,1,20,46,4,3,2,0,0,3.658,1.316,1,0,0.019,-1.251,-1.934,-0.326,0.036,-0.302,-3.778,3.012,5.665141942223161,,5.665141942223161
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,Spencer Bivens,SFN,RIGHT,RP,48.66666666666666,2,27,47,20,17,9,11,37,3,1,1,0,0,3.144,1.192,4,0,0.082,-1.511,-2.129,-0.413,0.266,0.008,-3.78,3.01,5.661380227786094,,5.661380227786094
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,Sam Moll,CIN| OAK,LEFT,RP,37.66666666666666,0,48,27,16,14,3,14,38,3,2,0,0,0,3.345,1.089,5,1,0.133,-1.511,-2.107,-0.501,0.136,0.193,-3.791,2.999,5.6406907983822245,,5.6406907983822245
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,Jesse Chavez,ATL| TEX| ANA| CHN,RIGHT,RP,63.333333333333336,0,46,60,27,22,10,19,55,2,2,0,0,0,3.126,1.247,8,0,0.126,-1.772,-1.74,-0.501,0.357,-0.16,-3.816,2.974,5.593669367918885,,5.593669367918885
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,Luis Garcia,ANA| LAN| WAS| TEX| SLN| SDN| BOS,RIGHT,RP,58.99999999999999,0,60,61,36,32,8,15,53,5,1,4,0,0,4.881,1.288,9,1,0.153,-0.991,-1.784,-0.151,-0.631,-0.265,-3.821,2.969,5.584265081826216,,5.584265081826216
415,184,Geraldo Perdomo,ARI,97,9,SWITCH,388,337,92,61,3,37,36,9,1,0.273,SS,-0.617,-1.916,-1.627,-0.232,0.402,-3.99,2.09,6.08,5.559210124826339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.559210124826339
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,Tyler Alexander,CHA| MIL| DET| TBA,LEFT,SP| RP,107.66666666666666,9,23,110,61,61,23,24,90,6,5,0,0,0,5.099,1.245,10,4,0.093,-0.731,-0.985,-0.501,-1.369,-0.257,-3.844,2.946,5.541005365799944,,5.541005365799944
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,Tyler Kinley,ATL| COL,RIGHT,RP,64.0,0,67,61,44,44,11,33,72,6,1,12,0,0,6.188,1.469,11,0,0.172,-0.731,-1.374,0.55,-1.462,-0.845,-3.861,2.929,5.5090307930848725,,5.5090307930848725
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,Jon Gray,TEX| COL,RIGHT,SP| RP,102.66666666666669,19,23,107,54,51,11,28,86,5,6,0,0,0,4.471,1.315,9,0,0.088,-0.991,-1.072,-0.501,-0.706,-0.594,-3.863,2.927,5.505269078647806,,5.505269078647806
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,Ryan Pressly,CHN| HOU,RIGHT,RP,56.66666666666666,0,59,58,25,22,4,18,58,2,3,4,0,0,3.494,1.341,3,1,0.053,-1.772,-1.676,-0.151,0.125,-0.399,-3.872,2.918,5.488341363681004,,5.488341363681004
420,129,Bryan De La Cruz,ATL| MIA| PIT,149,2,RIGHT,622,584,136,60,21,68,29,5,2,0.233,DH| LF| RF,-0.672,0.096,-0.072,-0.573,-1.105,-2.326,2.062,4.388,5.48473266860857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48473266860857
